school3135;	University of Phoenix Chattanooga Campus
school3138;	University of Phoenix Cleveland Campus
school3139;	University of Phoenix Columbia Campus
school3141;	University of Phoenix Dallas Campus
school3142;	University of Phoenix Des Moines Campus
school3143;	University of Phoenix Houston Campus
school3144;	University of Phoenix Jersey City Campus
school3145;	University of Phoenix Kansas City Campus
school3146;	University of Phoenix Las Vegas Campus
school3147;	University of Phoenix Louisiana Campus
school3148;	University of Phoenix Memphis Campus
school3150;	University of Phoenix Nashville Campus
school3151;	University of Phoenix New Mexico Campus
school3153;	University of Phoenix Oklahoma City Campus
school3154;	University of Phoenix Omaha Campus
school3155;	University of Phoenix Philadelphia Campus
school3156;	University of Phoenix Pittsburgh Campus
school3157;	University of Phoenix Puerto Rico Campus
school3159;	University of Phoenix Richmond Campus
school3160;	University of Phoenix San Antonio Campus
school3161;	University of Phoenix San Diego Campus
school3163;	University of Phoenix St. Louis Campus
school3164;	University of Phoenix Tulsa Campus
school3165;	University of Phoenix Utah Campus
school3167;	Herzing University Brookfield
school3168;	Herzing University Kenosha
school3169;	Amberton University
school3170;	Antioch University Midwest
school3171;	Antioch University Los Angeles
school3172;	California Institute of Integral Studies
school3173;	Austin Graduate School of Theology
school3174;	United States Sports Academy
school3175;	Walden University
school3176;	Minnesota School of Business - Richfield
school3178;	DeVry University Online
school3179;	National American University - Bloomington
school3180;	CollegeAmerica
school3181;	Minnesota School of Business - Shakopee
school3182;	Minnesota School of Business - St. Cloud
school3183;	American Sentinel University
school3184;	Selma University
school3186;	Globe University - Green Bay
school3187;	Southern Baptist Theological Seminary
school3188;	University of Phoenix Bay Area Campus
school3191;	Globe University - Minneapolis
school3192;	Minnesota School of Business - Elk River
school3193;	Minnesota School of Business - Lakeville
school3194;	Minnesota School of Business - Moorhead
school3195;	Rasmussen College - Blaine
school3196;	Rasmussen College - Tampa/Brandon
school3198;	Middle Georgia State College
school3199;	Pennsylvania Academy of the Fine Arts
school3200;	Crossroads Bible College
school3201;	Creative Center
school3202;	National University College
school3203;	Visible Music College
school3204;	Miller College
school3205;	Bergin University of Canine Studies
school3206;	California University of Management and Sciences
school3207;	Family of Faith College
school3208;	Jose Maria Vargas University
school3209;	National University College
school3210;	Northland International University
school3211;	Touro College Los Angeles
school3213;	Chamberlain College of Nursing
school3214;	Chamberlain College of Nursing
school3215;	Chamberlain College of Nursing
school3216;	Chamberlain College of Nursing
school3217;	Chamberlain College of Nursing
school3218;	Chamberlain College of Nursing
school3219;	AIB College of Business
school3220;	Art Institute of Wisconsin
school3221;	College of Coastal Georgia
school3222;	Everest University - Orange Park
school3223;	John Paul the Great Catholic University
school3224;	Logan University
school3225;	McNally Smith College of Music
school3226;	Montana Bible College
school3227;	National Paralegal College
school3228;	New Hampshire Institute of Art
school3229;	Charlotte Christian College and Theological Seminary
school3230;	Northern New Mexico College
school3231;	Pennsylvania College of Health Sciences
school3232;	Rasmussen College - Appleton
school3233;	Rasmussen College - Mokena/Tinley Park
school3234;	Rasmussen College - Moorhead
school3235;	Shiloh University
school3236;	South Georgia State College
school3237;	University of South Florida - Saint Petersburg
school3238;	University of South Florida - Sarasota-Manatee
school3239;	Virginia College in Knoxville
school3240;	West Coast University
school3241;	West Coast University
school3242;	West Coast University
school3243;	Bryan College of Health Sciences
school3244;	National American University - Lee's Summit
school3245;	Rasmussen College - New Port Richey
school3246;	Rasmussen College - Ocala
school3247;	Rasmussen College - Fargo
school3249;	Rasmussen College - Fort Myers
school3252;	Art Institute of Seattle
school3253;	The Sage Colleges
school3254;	University of Phoenix Jackson Campus
school3255;	Charter College
school3256;	Academy of Couture Art
school3257;	American National University - Roanoke Valley
school3258;	American Public University System
school3259;	Beckfield College
school3260;	Berkeley College
school3261;	Sanford-Brown College
school3262;	Sanford-Brown College
school3263;	Brown Mackie College - Tucson
school3264;	Bryant & Stratton College - Eastlake Campus
school3265;	Bryant & Stratton College - Parma Campus
school3266;	City College - Fort Lauderdale
school3267;	Conservatory of Music of Puerto Rico
school3268;	ECPI University
school3269;	EDP University of Puerto Rico
school3270;	Great Basin College
school3271;	Herzing University - Birmingham
school3272;	Omaha School of Massage and Healthcare of Herzing University
school3273;	Herzing University - Toledo
school3274;	Horizon University
school3275;	Institute of American Indian Arts
school3276;	ITT Technical Institute
school3277;	ITT Technical Institute
school3278;	ITT Technical Institute
school3279;	ITT Technical Institute
school3280;	ITT Technical Institute
school3281;	ITT Technical Institute
school3282;	ITT Technical Institute
school3283;	ITT Technical Institute
school3284;	ITT Technical Institute
school3285;	ITT Technical Institute
school3286;	ITT Technical Institute
school3287;	ITT Technical Institute
school3288;	ITT Technical Institute
school3289;	ITT Technical Institute
school3290;	ITT Technical Institute
school3291;	ITT Technical Institute
school3292;	ITT Technical Institute
school3293;	ITT Technical Institute
school3294;	ITT Technical Institute
school3295;	ITT Technical Institute
school3296;	ITT Technical Institute
school3297;	ITT Technical Institute
school3298;	ITT Technical Institute
school3299;	ITT Technical Institute
school3300;	ITT Technical Institute
school3301;	ITT Technical Institute
school3302;	ITT Technical Institute
school3303;	ITT Technical Institute
school3304;	ITT Technical Institute
school3305;	ITT Technical Institute
school3306;	ITT Technical Institute
school3307;	ITT Technical Instutute
school3308;	ITT Technical Institute
school3309;	ITT Technical Institute
school3310;	ITT Technical Instutute
school3311;	ITT Technical Institute
school3312;	ITT Technical Institute
school3313;	ITT Technical Institute
school3314;	ITT Technical Institute
school3315;	ITT Technical Institute
school3316;	ITT Technical Institute
school3317;	ITT Technical Institute
school3318;	ITT Technical Institute
school3319;	ITT Technical Institute
school3320;	Kaplan University
school3321;	Miller-Motte College
school3322;	Minnesota School of Business-Plymouth
school3323;	Mount Washington College
school3324;	Penn State Wilkes-Barre
school3325;	Platt College
school3326;	Remington College - Tampa Campus
school3327;	The Restaurant School at Walnut Hill College
school3328;	Spartan College of Aeronautics and Technology
school3329;	St. Catharine College
school3330;	Stanbridge College
school3331;	University of Phoenix Detroit Campus
school3332;	University of Phoenix South Florida Campus
school3333;	University of Phoenix Western Washington
school3334;	American InterContinental University Online
school3336;	DeVry University - Kansas City
school3339;	Theological University of the Caribbean
school3340;	University College of San Juan
